x,y,terrain,terrainId,biome,elevation,groundNav,route,encounter,northTerrain,eastTerrain,southTerrain,westTerrain,promptFamilyId
144,36,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
145,36,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
146,36,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
147,36,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
148,36,g,dry-grass,P,1,.,.,.,g,X,g,g,terrain-dry-grass
149,36,X,cliff-mountain,M,1,#,.,.,X,VOID,X,g,terrain-cliff-mountain
0,37,F,forest-floor,F,1,#,.,.,F,F,F,VOID,terrain-forest-floor
1,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
2,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
3,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
4,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
5,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
6,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
7,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
8,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
9,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
10,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
11,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
12,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
13,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
14,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
15,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
16,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
17,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
18,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
19,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
20,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
21,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
22,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
23,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
24,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
25,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
26,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
27,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
28,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
29,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
30,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
31,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
32,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
33,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
34,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
35,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
36,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
37,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
38,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
39,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
40,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
41,37,F,forest-floor,F,2,.,.,.,F,W,F,F,terrain-forest-floor
42,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,F,terrain-fresh-water
43,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
44,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
45,37,W,fresh-deep-water,L,2,#,.,.,W,D,W,W,terrain-fresh-water
46,37,D,packed-dirt,F,2,.,N,.,F,D,D,W,terrain-packed-dirt
47,37,D,packed-dirt,F,2,.,N,.,F,D,D,D,terrain-packed-dirt
48,37,D,packed-dirt,F,2,.,N,.,D,D,D,D,terrain-packed-dirt
49,37,D,packed-dirt,F,2,.,N,.,D,D,D,D,terrain-packed-dirt
50,37,D,packed-dirt,F,2,.,N,.,D,F,D,D,terrain-packed-dirt
51,37,F,forest-floor,F,2,.,.,.,D,F,F,D,terrain-forest-floor
52,37,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
53,37,F,forest-floor,F,2,.,.,.,F,G,F,F,terrain-forest-floor
54,37,G,lush-grass,P,1,.,.,.,F,G,G,F,terrain-lush-grass
55,37,G,lush-grass,P,1,.,.,.,F,G,G,G,terrain-lush-grass
56,37,G,lush-grass,P,1,.,.,.,F,G,G,G,terrain-lush-grass
57,37,G,lush-grass,P,1,.,.,M,g,G,G,G,terrain-lush-grass
58,37,G,lush-grass,P,1,.,.,.,g,G,G,G,terrain-lush-grass
59,37,G,lush-grass,P,1,.,.,.,g,G,G,G,terrain-lush-grass
60,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
61,37,G,lush-grass,P,1,.,.,.,D,G,G,G,terrain-lush-grass
62,37,G,lush-grass,P,1,.,.,.,D,D,G,G,terrain-lush-grass
63,37,D,packed-dirt,P,1,.,N,.,D,D,D,G,terrain-packed-dirt
64,37,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
65,37,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
66,37,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
67,37,D,packed-dirt,P,1,.,N,.,G,D,D,D,terrain-packed-dirt
68,37,D,packed-dirt,P,1,.,N,.,G,G,D,D,terrain-packed-dirt
69,37,G,lush-grass,P,1,.,.,.,G,G,G,D,terrain-lush-grass
70,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
71,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
72,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
73,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
74,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
75,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
76,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
77,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
78,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
79,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
80,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
81,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
82,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
83,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
84,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
85,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
86,37,G,lush-grass,P,1,.,.,.,G,W,G,G,terrain-lush-grass
87,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,G,terrain-fresh-water
88,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
89,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
90,37,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
91,37,W,fresh-deep-water,L,2,#,.,.,W,G,W,W,terrain-fresh-water
92,37,G,lush-grass,P,1,.,.,.,G,G,G,W,terrain-lush-grass
93,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
94,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
95,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
96,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
97,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
98,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
99,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
100,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
101,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
102,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
103,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
104,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
105,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
106,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
107,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
108,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
109,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
110,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
111,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
112,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
113,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
114,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
115,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
116,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
117,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
118,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
119,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
120,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
121,37,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
122,37,G,lush-grass,P,1,.,.,.,g,G,G,G,terrain-lush-grass
123,37,G,lush-grass,P,1,.,.,.,g,G,G,G,terrain-lush-grass
124,37,G,lush-grass,P,1,.,.,.,g,g,G,G,terrain-lush-grass
125,37,g,dry-grass,P,1,.,.,.,g,g,g,G,terrain-dry-grass
126,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
127,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
128,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
129,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
130,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
131,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
132,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
133,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
134,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
135,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
136,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
137,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
138,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
139,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
140,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
141,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
142,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
143,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
144,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
145,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
146,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
147,37,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
148,37,g,dry-grass,P,1,.,.,.,g,X,g,g,terrain-dry-grass
149,37,X,cliff-mountain,M,1,#,.,.,X,VOID,X,g,terrain-cliff-mountain
0,38,F,forest-floor,F,1,#,.,.,F,F,F,VOID,terrain-forest-floor
1,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
2,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
3,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
4,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
5,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
6,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
7,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
8,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
9,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
10,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
11,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
12,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
13,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
14,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
15,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
16,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
17,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
18,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
19,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
20,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
21,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
22,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
23,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
24,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
25,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
26,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
27,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
28,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
29,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
30,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
31,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
32,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
33,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
34,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
35,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
36,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
37,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
38,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
39,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
40,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
41,38,F,forest-floor,F,2,.,.,.,F,W,F,F,terrain-forest-floor
42,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,F,terrain-fresh-water
43,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
44,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
45,38,W,fresh-deep-water,L,2,#,.,.,W,D,W,W,terrain-fresh-water
46,38,D,packed-dirt,F,2,.,N,.,D,D,D,W,terrain-packed-dirt
47,38,D,packed-dirt,F,2,.,N,.,D,D,D,D,terrain-packed-dirt
48,38,D,packed-dirt,F,2,.,N,.,D,D,D,D,terrain-packed-dirt
49,38,D,packed-dirt,F,2,.,N,.,D,D,F,D,terrain-packed-dirt
50,38,D,packed-dirt,F,2,.,N,.,D,F,F,D,terrain-packed-dirt
51,38,F,forest-floor,F,2,.,.,.,F,F,F,D,terrain-forest-floor
52,38,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
53,38,F,forest-floor,F,2,.,.,.,F,G,F,F,terrain-forest-floor
54,38,G,lush-grass,P,1,.,.,.,G,G,G,F,terrain-lush-grass
55,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
56,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
57,38,G,lush-grass,P,1,.,.,M,G,G,G,G,terrain-lush-grass
58,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
59,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
60,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
61,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
62,38,G,lush-grass,P,1,.,.,.,G,D,G,G,terrain-lush-grass
63,38,D,packed-dirt,P,1,.,N,.,D,D,G,G,terrain-packed-dirt
64,38,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
65,38,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
66,38,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
67,38,D,packed-dirt,P,1,.,N,.,D,D,D,D,terrain-packed-dirt
68,38,D,packed-dirt,P,1,.,N,.,D,G,D,D,terrain-packed-dirt
69,38,G,lush-grass,P,1,.,.,.,G,G,D,D,terrain-lush-grass
70,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
71,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
72,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
73,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
74,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
75,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
76,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
77,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
78,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
79,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
80,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
81,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
82,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
83,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
84,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
85,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
86,38,G,lush-grass,P,1,.,.,.,G,W,W,G,terrain-lush-grass
87,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,G,terrain-fresh-water
88,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
89,38,W,fresh-deep-water,L,2,#,.,.,W,W,W,W,terrain-fresh-water
90,38,W,fresh-deep-water,L,2,#,.,.,W,W,G,W,terrain-fresh-water
91,38,W,fresh-deep-water,L,2,#,.,.,W,G,G,W,terrain-fresh-water
92,38,G,lush-grass,P,1,.,.,.,G,G,G,W,terrain-lush-grass
93,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
94,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
95,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
96,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
97,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
98,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
99,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
100,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
101,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
102,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
103,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
104,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
105,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
106,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
107,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
108,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
109,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
110,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
111,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
112,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
113,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
114,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
115,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
116,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
117,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
118,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
119,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
120,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
121,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
122,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
123,38,G,lush-grass,P,1,.,.,.,G,G,G,G,terrain-lush-grass
124,38,G,lush-grass,P,1,.,.,.,G,g,G,G,terrain-lush-grass
125,38,g,dry-grass,P,1,.,.,.,g,g,G,G,terrain-dry-grass
126,38,g,dry-grass,P,1,.,.,.,g,g,G,g,terrain-dry-grass
127,38,g,dry-grass,P,1,.,.,.,g,g,G,g,terrain-dry-grass
128,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
129,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
130,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
131,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
132,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
133,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
134,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
135,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
136,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
137,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
138,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
139,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
140,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
141,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
142,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
143,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
144,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
145,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
146,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
147,38,g,dry-grass,P,1,.,.,.,g,g,g,g,terrain-dry-grass
148,38,g,dry-grass,P,1,.,.,.,g,X,g,g,terrain-dry-grass
149,38,X,cliff-mountain,M,1,#,.,.,X,VOID,X,g,terrain-cliff-mountain
0,39,F,forest-floor,F,1,#,.,.,F,F,F,VOID,terrain-forest-floor
1,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
2,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
3,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
4,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
5,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
6,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
7,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
8,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
9,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
10,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
11,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
12,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
13,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
14,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
15,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
16,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
17,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
18,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
19,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
20,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
21,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
22,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
23,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
24,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
25,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
26,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
27,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
28,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
29,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
30,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
31,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
32,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
33,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
34,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
35,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
36,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
37,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
38,39,F,forest-floor,F,2,.,.,.,F,F,F,F,terrain-forest-floor
